stopID,stopName,baselineAvgMinutes,closedStopAvgMinutes,deltaMinutes,walkOnlyTrips,note
"000000002754","Smyrnavej (Amagerbrogade)",62.42,62.45,0.03,123,"6 baseline trips used this stop"
"000000001193","Sluseholmen (Sjællandsbroen)",62.42,62.45,0.03,123,"3 baseline trips used this stop"
"000000007131","Emdrup St. (Tuborgvej)",62.42,62.45,0.03,125,"2 baseline trips used this stop"
"000000000113","Røde Mellemvej (Vejlands Allé)",62.42,62.45,0.03,124,"2 baseline trips used this stop"
"000000002807","Arsenaløen",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000000690","Hulgårdsvej (Godthåbsvej)",62.42,62.45,0.04,123,"4 baseline trips used this stop"
"000000002078","Bjernedevej (Husumvej)",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000002080","Kirkebjerg Allé (Ålekistevej)",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000002079","Slotsherrensvej (Ålekistevej)",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000002294","Jyllingevej (Jernbane Allé)",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000002295","Børglumvej (Jernbane Allé)",62.42,62.45,0.04,123,"7 baseline trips used this stop"
"000000007584","Vanløse St. (Vanløse Allé)",62.42,62.45,0.04,123,"1 baseline trips used this stop"
"000000001980","Ved Slusen (Sjællandsbroen)",62.42,62.45,0.04,123,"2 baseline trips used this stop"
"000000007169","Emdrup Søpark (Tuborgvej)",62.42,62.45,0.04,123,"2 baseline trips used this stop"
"000000052838","Bellahøj (Frederikssundsvej)",62.42,62.46,0.04,123,"1 baseline trips used this stop"
"000000001970","Stefansgade (Nørrebrogade)",62.42,62.46,0.04,125,"4 baseline trips used this stop"
"000000005488","Scandiagade (Teglholmsgade)",62.42,62.46,0.04,125,"1 baseline trips used this stop"
"000000001316","Frederiks Brygge (Vasbygade)",62.42,62.46,0.04,125,"1 baseline trips used this stop"
"000000002829","Teglholm Allé (Teglholmsgade)",62.42,62.46,0.04,125,"1 baseline trips used this stop"
"000000005764","Holdkærs Ager (Oliefabriksvej)",62.42,62.46,0.04,125,"1 baseline trips used this stop"
"000000001192","Sluseholmen St. (Sjællandsbroen)",62.42,62.46,0.04,125,"3 baseline trips used this stop"
"000000001678","Grøndals Parkvej (Jernbane Allé)",62.42,62.46,0.04,123,"2 baseline trips used this stop"
"000000055952","Bellahøj (Frederikssundsvej)",62.42,62.46,0.04,123,"1 baseline trips used this stop"
"000000000239","Bellahøj (Borups Allé)",62.42,62.46,0.04,123,"3 baseline trips used this stop"
"000000002188","Italiensvej  Hospitalet (Backersvej)",62.42,62.46,0.04,124,"14 baseline trips used this stop"
"000000000230","Vester Farimagsgade (Gyldenløvesgade)",62.42,62.46,0.04,123,"3 baseline trips used this stop"
"000000002676","Sankt Annæ Gymnasium (Sjælør Boulevard)",62.42,62.46,0.04,123,"1 baseline trips used this stop"
"000000007013","Carlsberg St. (Vigerslev Allé)",62.42,62.46,0.04,123,"4 baseline trips used this stop"
"000000054886","Hillerødmotorvejen  Tingbjerg (Hillerødmotorvejen)",62.42,62.46,0.04,123,"5 baseline trips used this stop"
"000000000899","Grønjords Kollegiet (Amagerfælledvej)",62.42,62.46,0.04,123,"3 baseline trips used this stop"
"000000007168","Emdrup St. (Tuborgvej)",62.42,62.46,0.04,123,"4 baseline trips used this stop"
"000000007086","Retortvej (Folehaven)",62.42,62.46,0.05,125,"11 baseline trips used this stop"
"000000054679","Høsterkøbgade (Lundtoftegade)",62.42,62.47,0.05,123,"1 baseline trips used this stop"
"000000002082","Klitmøllervej (Ålekistevej)",62.42,62.47,0.05,123,"2 baseline trips used this stop"
"000000001677","Sønderjyllands Allé (Finsensvej)",62.42,62.47,0.05,123,"4 baseline trips used this stop"
"000000001676","Flintholm Allé (Finsensvej)",62.42,62.47,0.05,123,"2 baseline trips used this stop"
"000000001956","Ravnsborggade (Nørrebrogade)",62.42,62.47,0.05,123,"1 baseline trips used this stop"
"000000001962","Glasvej (Frederikssundsvej)",62.42,62.47,0.05,123,"3 baseline trips used this stop"
"000000000238","Hulgårdsvej (Borups Allé)",62.42,62.47,0.05,123,"4 baseline trips used this stop"
"000000001522","Poul Henningsens Plads St. (Østerbrogade)",62.42,62.47,0.05,124,"3 baseline trips used this stop"
"000000001443","Gåsebæksvej (Valby Langgade)",62.42,62.47,0.05,124,"3 baseline trips used this stop"
"000000007132","Bispebjerg Hospital (Tuborgvej)",62.42,62.47,0.05,125,"2 baseline trips used this stop"
"000000001672","Nordre Fasanvej (Finsensvej)",62.42,62.47,0.06,123,"2 baseline trips used this stop"
"000000053500","Trianglen St. (Blegdamsvej)",62.42,62.48,0.06,125,"1 baseline trips used this stop"
"000000001458","Poul Henningsens Plads St. (Østerbrogade)",62.42,62.48,0.06,125,"1 baseline trips used this stop"
"000000000235","Jagtvej (Ågade)",62.42,62.48,0.06,123,"2 baseline trips used this stop"
"000000000237","Mågevej (Borups Allé)",62.42,62.48,0.06,123,"1 baseline trips used this stop"
"000000000689","Rønnebærvej (Godthåbsvej)",62.42,62.48,0.06,123,"2 baseline trips used this stop"
"000000001318","Toldkammeret (Vasbygade)",62.42,62.48,0.06,125,"2 baseline trips used this stop"
"000000000339","Tagensvej (Tuborgvej)",62.42,62.48,0.06,128,"3 baseline trips used this stop"
"000000002121","Husumvej (Frederikssundsvej)",62.42,62.48,0.07,123,"6 baseline trips used this stop"
"000000000236","Hillerødgade (Borups Allé)",62.42,62.48,0.07,123,"1 baseline trips used this stop"
"000000001444","Tingstedet (Valby Langgade)",62.42,62.48,0.07,124,"2 baseline trips used this stop"
"000000000813","Store Magleby Strandvej (Krudttårnsvej)",62.42,62.49,0.07,125,"9 baseline trips used this stop"
"000000000112","Englandsvej (Vejlands Allé)",62.42,62.49,0.07,125,"11 baseline trips used this stop"
"000000007167","Bispebjerg Hospital (Tuborgvej)",62.42,62.49,0.07,123,"3 baseline trips used this stop"
"000000003030","Fuglebakken St. (Borups Allé)",62.42,62.49,0.07,123,"14 baseline trips used this stop"
"000000007192","Jagtvej (Lersø Parkallé)",62.42,62.49,0.07,128,"3 baseline trips used this stop"
"000000003029","Nordre Fasanvej (Borups Allé)",62.42,62.49,0.07,123,"15 baseline trips used this stop"
"000000000688","Grøndal St. (Godthåbsvej)",62.42,62.49,0.08,123,"1 baseline trips used this stop"
"000000001558","Skt. Hans Torv (Blegdamsvej)",62.42,62.49,0.08,125,"1 baseline trips used this stop"
"000000000668","Christmas Møllers Plads (Amagerbrogade)",62.42,62.49,0.08,123,"6 baseline trips used this stop"
"000000052466","Mosrosevej (Saltværksvej)",62.42,62.50,0.08,125,"1 baseline trips used this stop"
"000000051887","Østermarievej (Tårnbyvej)",62.42,62.50,0.08,125,"1 baseline trips used this stop"
"000000001112","De Små Haver (Pile Allé)",62.42,62.50,0.08,128,"1 baseline trips used this stop"
"000000010583","Sølyst (Fælledvej)",62.42,62.50,0.08,124,"7 baseline trips used this stop"
"000000000836","Sundbyvestervej (Englandsvej)",62.42,62.50,0.08,125,"2 baseline trips used this stop"
"000000053730","Valby St.  Lyshøjgårdsvej (Lyshøjgårdsvej)",62.42,62.50,0.09,128,"14 baseline trips used this stop"
"000000000687","C.F. Richs Vej (Godthåbsvej)",62.42,62.50,0.09,123,"1 baseline trips used this stop"
"000000007166","Tagensvej (Tuborgvej)",62.42,62.51,0.09,124,"3 baseline trips used this stop"
"000000028565","Helga Larsens Plads (Jydeholmen)",62.42,62.51,0.09,123,"3 baseline trips used this stop"
"000000001638","Vanløse St.  Jydeholmen (Jydeholmen)",62.42,62.51,0.09,123,"10 baseline trips used this stop"
"000000002187","Florensvej (Backersvej)",62.42,62.51,0.09,126,"6 baseline trips used this stop"
"000000005765","Fjelstrupvej (Oliefabriksvej)",62.42,62.51,0.09,127,"4 baseline trips used this stop"
"000000005766","HF ved Pilegården (Oliefabriksvej)",62.42,62.51,0.09,127,"5 baseline trips used this stop"
"000000027522","Islands Brygge St. (Njalsgade)",62.42,62.52,0.10,124,"1 baseline trips used this stop"
"000000000900","Hørgården (Amagerfælledvej)",62.42,62.52,0.10,124,"1 baseline trips used this stop"
"000000002044","Bodenhoffs Plads (Prinsessegade)",62.42,62.52,0.10,123,"9 baseline trips used this stop"
"000000000704","Rønnebærvej (Godthåbsvej)",62.42,62.52,0.10,123,"12 baseline trips used this stop"
"000008600761","Sjælør St.",62.42,62.52,0.11,123,"18 baseline trips used this stop"
"000000007133","Frederiksborgvej (Tomsgårdsvej)",62.42,62.53,0.11,134,"6 baseline trips used this stop"
"000000000685","Ndr. Fasanvej (Godthåbsvej)",62.42,62.53,0.11,123,"2 baseline trips used this stop"
"000000001447","Barfods Skole (Vesterbrogade)",62.42,62.53,0.11,125,"1 baseline trips used this stop"
"000000028050","Weidekampsgade (Klaksvigsgade)",62.42,62.53,0.11,124,"1 baseline trips used this stop"
"000000001163","Vesterport St. (Vester Farimagsgade)",62.42,62.53,0.11,127,"22 baseline trips used this stop"
"000000001014","Egensevej (Løjtegårdsvej)",62.42,62.54,0.12,130,"12 baseline trips used this stop"
"000000001015","Præstefælledvej (Løjtegårdsvej)",62.42,62.54,0.12,130,"3 baseline trips used this stop"
"000000001013","Oliefabriksvej (Løjtegårdsvej)",62.42,62.54,0.12,130,"9 baseline trips used this stop"
"000000002008","Veksøvej (Frederikssundsvej)",62.42,62.54,0.12,123,"8 baseline trips used this stop"
"000000001639","Grøndals Parkvej (Jernbane Allé)",62.42,62.54,0.12,123,"14 baseline trips used this stop"
"000000027529","Lergravsparken St. (Østrigsgade)",62.42,62.54,0.13,126,"9 baseline trips used this stop"
"000000010025","Toftegårds Plads (Vigerslev Allé)",62.42,62.55,0.13,128,"9 baseline trips used this stop"
"000000001523","Århusgade (Østerbrogade)",62.42,62.55,0.13,126,"4 baseline trips used this stop"
"000000001295","Vesterport St. (Hammerichsgade)",62.42,62.55,0.13,127,"15 baseline trips used this stop"
"000000000663","Tycho Brahes Allé (Amagerbrogade)",62.42,62.55,0.13,126,"8 baseline trips used this stop"
"000000002151","Nørrebro St. (Nørrebrogade)",62.42,62.55,0.13,125,"1 baseline trips used this stop"
"000000002046","Skt. Annæ Gade (Prinsessegade)",62.42,62.55,0.13,123,"8 baseline trips used this stop"
"000000000359","Frederiksborgvej (Tuborgvej)",62.42,62.55,0.14,124,"2 baseline trips used this stop"
"000000002666","Artillerivej (Vejlands Allé)",62.42,62.56,0.14,123,"3 baseline trips used this stop"
"000000007058","Sjælør Boulevard (Vigerslev Allé)",62.42,62.56,0.14,128,"1 baseline trips used this stop"
"000000027519","Aksel Møllers Have St. (Godthåbsvej)",62.42,62.56,0.14,123,"2 baseline trips used this stop"
"000000007918","Godthåbsvej (Hulgårdsvej)",62.42,62.56,0.14,138,"1 baseline trips used this stop"
"000000000744","Irlandsvej (Englandsvej)",62.42,62.56,0.14,125,"4 baseline trips used this stop"
"000000007136","Borups Allé (Hulgårdsvej)",62.42,62.56,0.14,138,"1 baseline trips used this stop"
"000000007137","Grøndal Centret (Hulgårdsvej)",62.42,62.56,0.14,138,"1 baseline trips used this stop"
"000000007134","Birkedommervej (Tomsgårdsvej)",62.42,62.56,0.14,138,"3 baseline trips used this stop"
"000000000676","Vester Farimagsgade (Gyldenløvesgade)",62.42,62.56,0.14,123,"15 baseline trips used this stop"
"000000000682","Falkoner Allé (Godthåbsvej)",62.42,62.56,0.15,123,"2 baseline trips used this stop"
"000000054887","Hillerødmotorvejen  Tingbjerg (Hillerødmotorvejen)",62.42,62.57,0.15,123,"15 baseline trips used this stop"
"000000027999","Bella Center  Indgang Vest",62.42,62.57,0.15,123,"2 baseline trips used this stop"
"000000000241","Mellemvangen (Hareskovvej)",62.42,62.57,0.15,123,"12 baseline trips used this stop"
"000000001979","Bulgariensgade (Østrigsgade)",62.42,62.57,0.16,126,"4 baseline trips used this stop"
"000000000911","Tingvej (Peder Lykkes Vej)",62.42,62.58,0.16,125,"2 baseline trips used this stop"
"000000000679","H.C. Ørsteds Vej (Rosenørns Allé)",62.42,62.58,0.16,123,"2 baseline trips used this stop"
"000000027520","Det Biovidenskabelige Fakultet (Rolighedsvej)",62.42,62.58,0.16,123,"1 baseline trips used this stop"
"000000001005","Bachersmindelejren (Fælledvej)",62.42,62.58,0.17,128,"4 baseline trips used this stop"
"000000051885","Melstedvej (Tårnbyvej)",62.42,62.59,0.17,133,"3 baseline trips used this stop"
"000000054414","Nørre Farimagsgade (Frederiksborggade)",62.42,62.59,0.17,127,"1 baseline trips used this stop"
"000000001975","Søtorvet (Frederiksborggade)",62.42,62.59,0.17,127,"3 baseline trips used this stop"
"000000001978","Holmbladsgade (Østrigsgade)",62.42,62.59,0.17,126,"7 baseline trips used this stop"
"000000002159","Nørrebros Runddel St. (Nørrebrogade)",62.42,62.59,0.18,123,"2 baseline trips used this stop"
"000000000705","Grøndal St. (Godthåbsvej)",62.42,62.59,0.18,123,"4 baseline trips used this stop"
"000000025083","Hulgårds Plads (Tomsgårdsvej)",62.42,62.60,0.18,127,"1 baseline trips used this stop"
"000000001152","Hovedbanegården  Frihedsstøtten (Vesterbrogade)",62.42,62.60,0.18,125,"6 baseline trips used this stop"
"000000001451","Vesterbros Torv (Vesterbrogade)",62.42,62.60,0.18,125,"3 baseline trips used this stop"
"000000007163","Borups Allé (Hulgårdsvej)",62.42,62.60,0.18,127,"1 baseline trips used this stop"
"000000028655","Flintholm St. (Grøndals Parkvej)",62.42,62.60,0.18,138,"18 baseline trips used this stop"
"000000028654","Flintholm St. (Grøndals Parkvej)",62.42,62.60,0.18,127,"15 baseline trips used this stop"
"000000001110","Bjerregårdsvej (Valby Langgade)",62.42,62.60,0.18,130,"1 baseline trips used this stop"
"000000001109","Gl. Jernbanevej (Valby Langgade)",62.42,62.60,0.18,130,"4 baseline trips used this stop"
"000000000910","Grønjords Kollegiet (Peder Lykkes Vej)",62.42,62.60,0.18,125,"1 baseline trips used this stop"
"000000001705","Sønderjyllands Allé",62.42,62.61,0.19,127,"3 baseline trips used this stop"
"000000001006","Fælledvej (Bachersmindevej)",62.42,62.61,0.19,129,"2 baseline trips used this stop"
"000000002152","Nørrebros Runddel St. (Nørrebrogade)",62.42,62.61,0.19,128,"6 baseline trips used this stop"
"000000007085","Gl.Køge Landevej (Folehaven)",62.42,62.61,0.19,133,"1 baseline trips used this stop"
"000000000860","Hørgården (Amagerfælledvej)",62.42,62.61,0.19,125,"1 baseline trips used this stop"
"000000048882","Copenhagen Camping (Bachersmindevej)",62.42,62.62,0.20,130,"2 baseline trips used this stop"
"000000001433","Peter Bangs Vej St. (Peter Bangs Vej)",62.42,62.62,0.20,128,"6 baseline trips used this stop"
"000000005094","København Syd St.  Grønttorvet",62.42,62.62,0.20,134,"4 baseline trips used this stop"
"000000001111","Kammasvej (Pile Allé)",62.42,62.62,0.20,130,"2 baseline trips used this stop"
"000000000811","Fasanvænget (Møllevej)",62.42,62.62,0.21,127,"4 baseline trips used this stop"
"000000028006","Bella Center St. (Martha Christensens Vej)",62.42,62.63,0.21,124,"5 baseline trips used this stop"
"000000045728","Sønder Boulevard (Enghavevej)",62.42,62.63,0.21,129,"1 baseline trips used this stop"
"000000001579","Åboulevard (H.C. Ørsteds Vej)",62.42,62.63,0.21,129,"1 baseline trips used this stop"
"000000001577","Prins Jørgens Gade (Stengade)",62.42,62.63,0.21,129,"1 baseline trips used this stop"
"000000001584","Frederiksberg Allé (Kingosgade)",62.42,62.63,0.21,129,"1 baseline trips used this stop"
"000008600702","Peter Bangs Vej St.",62.42,62.64,0.22,123,"9 baseline trips used this stop"
"000000001524","Gustav Adolfs Gade (Østerbrogade)",62.42,62.64,0.23,129,"1 baseline trips used this stop"
"000000053499","Trianglen St. (Blegdamsvej)",62.42,62.64,0.23,129,"1 baseline trips used this stop"
"000000050461","Nørreport St. (Nørre Voldgade)",62.42,62.64,0.23,125,"8 baseline trips used this stop"
"000000000907","Isafjordsgade (Njalsgade)",62.42,62.64,0.23,126,"21 baseline trips used this stop"
"000000002157","Nørre Farimagsgade (Frederiksborggade)",62.42,62.65,0.23,123,"5 baseline trips used this stop"
"000000000838","Følfodvej (Englandsvej)",62.42,62.65,0.23,125,"1 baseline trips used this stop"
"000000000837","Vejlands Allé (Englandsvej)",62.42,62.65,0.23,125,"1 baseline trips used this stop"
"000000000839","Skalbjergvej (Englandsvej)",62.42,62.65,0.23,125,"1 baseline trips used this stop"
"000000003001","Sønderport (Amager Boulevard)",62.42,62.65,0.23,124,"6 baseline trips used this stop"
"000000003002","Amagerfælledvej (Amager Boulevard)",62.42,62.66,0.24,124,"7 baseline trips used this stop"
"000000027539","Tingvej (Amagerbrogade)",62.42,62.66,0.24,124,"4 baseline trips used this stop"
"000000001432","Dalgas Boulevard (Peter Bangs Vej)",62.42,62.66,0.24,128,"1 baseline trips used this stop"
"000000001430","Lindevangs Allé (Peter Bangs Vej)",62.42,62.66,0.24,128,"1 baseline trips used this stop"
"000008600701","Langgade St.",62.42,62.66,0.24,123,"3 baseline trips used this stop"
"000000000706","C.F. Richs Vej (Godthåbsvej)",62.42,62.66,0.25,123,"1 baseline trips used this stop"
"000000045740","Elmegade (Nørrebrogade)",62.42,62.67,0.25,128,"25 baseline trips used this stop"
"000000000109","Røde Mellemvej (Vejlands Allé)",62.42,62.67,0.25,125,"10 baseline trips used this stop"
"000000000678","Forum St. (Rosenørns Allé)",62.42,62.68,0.26,124,"30 baseline trips used this stop"
"000000000707","Tesdorpfsvej (Godthåbsvej)",62.42,62.68,0.26,123,"1 baseline trips used this stop"
"000000000830","Store Magleby Strandvej (Møllevej)",62.42,62.69,0.27,132,"12 baseline trips used this stop"
"000000000708","Ndr. Fasanvej (Godthåbsvej)",62.42,62.69,0.28,123,"1 baseline trips used this stop"
"000000027532","Nørreport St. (Frederiksborggade)",62.42,62.70,0.28,129,"5 baseline trips used this stop"
"000000001977","Lyneborggade (Holmbladsgade)",62.42,62.70,0.29,128,"2 baseline trips used this stop"
"000000002024","Veksøvej (Frederikssundsvej)",62.42,62.71,0.29,126,"12 baseline trips used this stop"
"000000005454","Carl Jacobsens Vej (Gammel Køge Landevej)",62.42,62.72,0.30,138,"7 baseline trips used this stop"
"000008600645","Vesterport St.",62.42,62.72,0.30,124,"7 baseline trips used this stop"
"000000027518","Aksel Møllers Have St. (Godthåbsvej)",62.42,62.74,0.32,124,"3 baseline trips used this stop"
"000000052837","Teglgårdstræde (Nørre Voldgade)",62.42,62.74,0.33,130,"3 baseline trips used this stop"
"000008600760","Sydhavn St.",62.42,62.74,0.33,123,"28 baseline trips used this stop"
"000000000714","H.C. Ørsteds Vej (Rosenørns Allé)",62.42,62.75,0.33,124,"2 baseline trips used this stop"
"000000027521","Det Biovidenskabelige Fakultet (Rolighedsvej)",62.42,62.76,0.34,124,"8 baseline trips used this stop"
"000000027524","Christianshavn St. (Torvegade)",62.42,62.76,0.34,127,"7 baseline trips used this stop"
"000000002010","Brønshøj Torv (Frederikssundsvej)",62.42,62.76,0.35,126,"5 baseline trips used this stop"
"000008600642","Nørrebro St.",62.42,62.77,0.35,124,"2 baseline trips used this stop"
"000000000670","Knippelsbro (Torvegade)",62.42,62.78,0.36,127,"2 baseline trips used this stop"
"000000000671","Børsen (Børsgade)",62.42,62.78,0.36,127,"9 baseline trips used this stop"
"000000003005","Polititorvet",62.42,62.78,0.37,123,"38 baseline trips used this stop"
"000000000832","Fasanvænget (Møllevej)",62.42,62.79,0.37,134,"5 baseline trips used this stop"
"000000001976","Amagerbro St. (Holmbladsgade)",62.42,62.80,0.38,132,"6 baseline trips used this stop"
"000000000718","Rådhuspladsen St. (Vesterbrogade)",62.42,62.80,0.38,130,"25 baseline trips used this stop"
"000008600741","Ålholm St.",62.42,62.80,0.38,123,"13 baseline trips used this stop"
"000008600739","Bispebjerg St.",62.42,62.80,0.39,124,"11 baseline trips used this stop"
"000000047225","Rådhuspladsen St. (H.C. Andersens Boulevard)",62.42,62.81,0.39,138,"37 baseline trips used this stop"
"000000045739","Elmegade (Nørrebrogade)",62.42,62.81,0.39,129,"5 baseline trips used this stop"
"000000000726","Sønderport (Amagerbrogade)",62.42,62.81,0.39,132,"1 baseline trips used this stop"
"000000055521","København Syd St. (Carl Jacobsens Vej)",62.42,62.81,0.40,141,"1 baseline trips used this stop"
"000008600740","KB Hallen St.",62.42,62.82,0.40,123,"6 baseline trips used this stop"
"000008600688","Emdrup St.",62.42,62.83,0.41,124,"20 baseline trips used this stop"
"000008600640","Fuglebakken St.",62.42,62.83,0.41,123,"13 baseline trips used this stop"
"000000000725","Christmas Møllers Plads (Amagerbrogade)",62.42,62.83,0.41,132,"5 baseline trips used this stop"
"000000002057","Enghavevej (Ingerslevsgade)",62.42,62.85,0.44,138,"2 baseline trips used this stop"
"000008600742","Danshøj St.",62.42,62.87,0.45,123,"50 baseline trips used this stop"
"000000028324","Knud Lavards Gade (Ingerslevsgade)",62.42,62.88,0.46,138,"2 baseline trips used this stop"
"000000007051","Hovedbanegården (Tietgensgade)",62.42,62.89,0.47,138,"1 baseline trips used this stop"
"000000002056","Dybbølsbro St. (Ingerslevsgade)",62.42,62.89,0.47,138,"1 baseline trips used this stop"
"000000055462","Sjælør St. (Carl Jacobsens Vej)",62.42,62.90,0.48,143,"3 baseline trips used this stop"
"000000027525","Christianshavn St. (Torvegade)",62.42,62.91,0.49,132,"24 baseline trips used this stop"
"000000002675","Sankt Annæ Gymnasium (Sjælør Boulevard)",62.42,62.92,0.51,143,"9 baseline trips used this stop"
"000000002673","Vigerslev Allé (Sjælør Boulevard)",62.42,62.92,0.51,143,"9 baseline trips used this stop"
"000000027856","Knippelsbro (Torvegade)",62.42,62.93,0.51,132,"4 baseline trips used this stop"
"000000002149","Bellahøj (Frederikssundsvej)",62.42,62.93,0.52,128,"12 baseline trips used this stop"
"000000000722","Børsen (Børsgade)",62.42,62.95,0.53,132,"4 baseline trips used this stop"
"000008600804","Vigerslev Alle St.",62.42,62.97,0.56,128,"20 baseline trips used this stop"
"000008600641","Grøndal St.",62.42,62.98,0.56,124,"11 baseline trips used this stop"
"000000053198","Nørrebro St. (Folmer Bendtsens Plads)",62.42,62.99,0.58,125,"33 baseline trips used this stop"
"000008600705","Husum St.",62.42,62.99,0.58,125,"32 baseline trips used this stop"
"000000001986","Gammel Strand St. Christiansborg (Vindebrogade)",62.42,63.00,0.59,138,"9 baseline trips used this stop"
"000000054680","Høsterkøbgade (Lundtoftegade)",62.42,63.02,0.61,125,"3 baseline trips used this stop"
"000000052840","Borups Plads (Lundtoftegade)",62.42,63.03,0.61,125,"3 baseline trips used this stop"
"000000000720","Stormbroen  Nationalmuseet (Vindebrogade)",62.42,63.03,0.62,139,"7 baseline trips used this stop"
"000000000228","Jagtvej (Ågade)",62.42,63.04,0.63,125,"2 baseline trips used this stop"
"000000001671","Fasanvej (Smallegade)",62.42,63.06,0.64,130,"16 baseline trips used this stop"
"000000001428","Frederiksberg Bredegade (Smallegade)",62.42,63.06,0.64,130,"14 baseline trips used this stop"
"000000007057","Carlsberg St. (Vigerslev Allé)",62.42,63.08,0.66,147,"17 baseline trips used this stop"
"000000001427","Frederiksberg Rådhus (Smallegade)",62.42,63.08,0.66,130,"3 baseline trips used this stop"
"000000002022","Brønshøj Torv (Frederikssundsvej)",62.42,63.09,0.67,136,"3 baseline trips used this stop"
"000000047029","Rådhuspladsen St. (H.C. Andersens Boulevard)",62.42,63.11,0.69,129,"46 baseline trips used this stop"
"000000000672","Gammel Strand St. Christiansborg (Vindebrogade)",62.42,63.14,0.72,145,"24 baseline trips used this stop"
"000008600704","Islev St.",62.42,63.15,0.73,125,"9 baseline trips used this stop"
"000008600783","København Syd St.",62.42,63.17,0.75,127,"67 baseline trips used this stop"
"000000001425","Bülowsvej (Gammel Kongevej)",62.42,63.19,0.77,136,"1 baseline trips used this stop"
"000000001424","H.C. Ørsteds Vej (Gammel Kongevej)",62.42,63.20,0.78,136,"2 baseline trips used this stop"
"000000010844","Hovedbanegården  Tivoli (Bernstorffsgade)",62.42,63.20,0.78,133,"24 baseline trips used this stop"
"000000002161","Hulgårds Plads (Frederikssundsvej)",62.42,63.23,0.81,137,"15 baseline trips used this stop"
"000008600734","Jyllingevej St.",62.42,63.25,0.83,125,"18 baseline trips used this stop"
"000000052657","Nørrebro St. (Frederikssundsvej)",62.42,63.28,0.86,137,"2 baseline trips used this stop"
"000000002150","Hulgårds Plads (Frederikssundsvej)",62.42,63.29,0.87,129,"42 baseline trips used this stop"
"000008600654","Svanemøllen St.",62.42,63.33,0.91,127,"54 baseline trips used this stop"
"000000001074","Glyptoteket (Tietgensgade)",62.42,63.35,0.93,149,"23 baseline trips used this stop"
"000000025109","Klaksvigsgade (Amager Boulevard)",62.42,63.36,0.94,142,"18 baseline trips used this stop"
"000008600624","Valby St.",62.42,63.38,0.96,124,"62 baseline trips used this stop"
"000000010845","Hovedbanegården  Tivoli (Bernstorffsgade)",62.42,63.38,0.97,139,"59 baseline trips used this stop"
"000008600631","Carlsberg St.",62.42,63.39,0.97,129,"37 baseline trips used this stop"
"000000001996","A.D. Jørgensens vej (Sønderjyllands Allé)",62.42,63.53,1.11,159,"24 baseline trips used this stop"
"000008600644","Ryparken St.",62.42,63.54,1.12,128,"71 baseline trips used this stop"
"000000000807","Klaksvigsgade (Langebro)",62.42,63.56,1.14,159,"2 baseline trips used this stop"
"000008600703","Vanløse St.",62.42,63.63,1.21,127,"35 baseline trips used this stop"
"000008600634","Dybbølsbro St.",62.42,63.65,1.24,123,"47 baseline trips used this stop"
"000000000715","Forum St. (Rosenørns Allé)",62.42,63.67,1.25,127,"34 baseline trips used this stop"
"000000030091","Otto Mønsteds Plads (Rysensteensgade)",62.42,63.76,1.34,163,"38 baseline trips used this stop"
"000000001341","Peter Bangs Vej St. (Peter Bangs Vej)",62.42,63.77,1.35,163,"5 baseline trips used this stop"
"000000001342","Dalgas Boulevard (Peter Bangs Vej)",62.42,63.82,1.41,164,"3 baseline trips used this stop"
"000000001344","Lindevangs Allé (Peter Bangs Vej)",62.42,63.91,1.49,164,"11 baseline trips used this stop"
"000000000762","Store Magleby (Englandsvej)",62.42,63.92,1.50,163,"28 baseline trips used this stop"
"000000000782","Store Magleby (Englandsvej)",62.42,63.92,1.51,160,"23 baseline trips used this stop"
"000008600653","Nordhavn St.",62.42,63.95,1.54,129,"40 baseline trips used this stop"
"000000001345","Fasanvej (Smallegade)",62.42,64.01,1.59,165,"13 baseline trips used this stop"
"000008600646","Nørreport St.",62.42,64.04,1.62,124,"52 baseline trips used this stop"
"000000001346","Frederiksberg Bredegade (Smallegade)",62.42,64.05,1.63,165,"5 baseline trips used this stop"
"000000001351","Værnedamsvej (Gammel Kongevej)",62.42,64.08,1.66,166,"5 baseline trips used this stop"
"000000001350","H.C. Ørsteds Vej (Gammel Kongevej)",62.42,64.08,1.66,166,"1 baseline trips used this stop"
"000000001352","Det Ny Teater (Gammel Kongevej)",62.42,64.08,1.66,166,"4 baseline trips used this stop"
"000000001347","Frederiksberg Rådhus (Smallegade)",62.42,64.08,1.66,166,"20 baseline trips used this stop"
"000000001646","Vesterport St. (Ved Vesterport)",62.42,64.08,1.66,166,"2 baseline trips used this stop"
"000008600650","Østerport St.",62.42,64.10,1.68,127,"43 baseline trips used this stop"
"000000001348","Henrik Steffens Vej (Gammel Kongevej)",62.42,64.10,1.68,166,"11 baseline trips used this stop"
"000000001349","Bülowsvej (Gammel Kongevej)",62.42,64.10,1.68,166,"28 baseline trips used this stop"
"000000000761","Tømmerup (Englandsvej)",62.42,64.19,1.77,169,"23 baseline trips used this stop"
"000000000846","Tømmerup (Englandsvej)",62.42,64.22,1.80,165,"16 baseline trips used this stop"
